field1,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs,MonthlyPerPerson,isOld,Probability,My Prediction,error
68864,0.911652427,26,0,0.774193548,650,4,0,0,0,0,0,650.0,0,0.09239,0,TN
68878,0.00079984,29,0,0.015936255,501,2,0,0,0,0,0,501.0,0,0.015069999999999997,0,TN
68882,0.120115195,63,0,1555.0,0,6,0,1,0,0,0,0.0,0,0.006840000000000001,0,TN
68884,0.728700775,44,0,2952.0,0,4,0,1,0,0,0,0.0,0,0.04826,0,TN
68892,0.01733571,79,0,1391.0,0,6,0,2,0,0,0,0.0,0,0.00289,0,TN
68894,0.0,39,1,0.601611459,3350,9,0,2,0,0,0,3350.0,0,0.02575,0,TN
68897,50.0,49,0,1.0,0,2,0,0,0,0,0,0.0,0,0.16675,0,TN
68906,1.181720814,50,3,0.500636248,5500,10,1,1,0,2,0,1833.333333333333,0,0.58072,1,FP
68909,0.0,48,0,0.067488752,6000,6,0,0,0,1,0,3000.0,0,0.0068,0,TN
68913,0.025978112999999997,52,0,0.272616715,14800,10,0,3,0,0,0,14800.0,0,0.01193,0,TN
68917,0.317584121,47,0,0.554165238,5833,7,0,2,0,2,0,1944.333333333333,0,0.02558,0,TN
68924,0.38285876399999996,77,0,0.9618781959999999,2150,6,0,2,0,1,0,1075.0,0,0.01979,0,TN
68925,0.4830339320000001,32,1,0.25355341600000003,2180,3,0,0,1,0,0,2180.0,0,0.22652,0,TN
68927,0.288214605,47,0,2895.0,0,11,0,1,0,0,0,0.0,0,0.014769999999999997,0,TN
68928,0.558127477,53,0,0.438880349,12360,10,0,3,0,2,0,4120.0,0,0.03692,0,TN
68933,0.09193890699999999,52,0,0.6803193340000001,2880,12,0,1,0,2,0,960.0,0,0.0125,0,TN
68946,0.135187229,59,0,0.642991435,4786,13,0,1,0,1,0,2393.0,0,0.01709,0,TN
68948,0.9999998999999999,59,0,0.0,0,3,0,0,0,0,0,0.0,0,0.04864,0,TN
68954,0.9999998999999999,54,0,383.0,0,2,0,0,0,0,0,0.0,0,0.06517,0,TN
68956,0.9999998999999999,30,0,0.24722427800000002,1350,1,0,0,0,0,0,1350.0,0,0.13694,0,TN
68964,0.62649724,27,0,0.109809663,5463,9,0,0,0,0,0,5463.0,0,0.06602999999999999,0,TN
68967,0.10062997900000001,56,0,0.278694379,14000,11,0,2,0,3,0,3500.0,0,0.02059,0,TN
68969,0.953209358,30,0,0.397889801,4264,5,0,1,0,2,0,1421.333333333333,0,0.0767,0,TN
68978,0.076096195,40,0,2243.0,0,4,0,1,0,0,0,0.0,0,0.004529999999999999,0,TN
68979,0.4656775520000001,45,0,0.520413264,6000,11,0,2,0,1,0,3000.0,0,0.0638,0,TN
68984,0.338899109,63,1,0.487304302,7600,6,0,2,0,0,0,7600.0,0,0.06141,0,TN
68987,0.5897250039999999,58,0,0.14539632800000002,15302,5,0,1,0,2,0,5100.666666666667,0,0.02166,0,TN
68990,0.502685577,42,0,0.100688648,9583,4,0,0,0,0,0,9583.0,0,0.033710000000000004,0,TN
68996,0.011555975,44,0,0.321984559,7900,11,0,2,0,0,0,7900.0,0,0.00897,0,TN
68999,0.8876905909999999,36,5,0.442889278,4000,11,0,0,2,0,0,4000.0,0,0.41135,0,TN
69007,0.9999998999999999,52,0,0.234618916,6533,8,1,2,0,1,0,3266.5,0,0.3003,0,TN
69012,0.059158420999999996,54,0,0.292084342,5785,10,0,1,0,2,0,1928.333333333333,0,0.01055,0,TN
69013,0.137552103,56,0,0.35323291700000004,5443,8,0,1,0,1,0,2721.5,0,0.00903,0,TN
69026,0.009965174,36,0,0.199746755,3158,4,0,0,0,1,0,1579.0,0,0.0074,0,TN
69029,0.067636097,30,0,0.37193801,6000,9,0,2,0,0,0,6000.0,0,0.02145,0,TN
69031,0.12651907,51,0,749.0,0,11,0,0,0,3,0,0.0,0,0.01339,0,TN
69038,0.046992125999999995,61,0,0.16285903300000001,65000,10,0,3,0,1,0,32500.0,0,0.00612,0,TN
69046,0.137490179,35,0,0.37580509700000003,3570,9,0,1,0,0,1,3570.0,0,0.01741,0,FN
69054,0.003825522,45,0,0.317542408,4833,11,0,1,0,1,0,2416.5,0,0.00939,0,TN
69063,0.05495523,63,0,0.14202685,12215,11,0,1,0,1,0,6107.5,0,0.00185,0,TN
69065,0.06326883700000001,65,0,3375.0,0,9,0,2,0,1,0,0.0,0,0.006220000000000001,0,TN
69079,0.09670209,58,0,0.200999853,6800,11,0,2,1,0,0,6800.0,0,0.09715,0,TN
69085,0.029093242000000002,87,0,0.309603151,3300,5,0,2,0,0,0,3300.0,1,0.00608,0,TN
69090,0.71060092,67,0,0.34263338200000004,14300,15,0,2,0,1,0,7150.0,0,0.03184,0,TN
69105,0.039071399,41,0,0.222057625,13500,11,0,2,0,3,0,3375.0,0,0.0094,0,TN
69108,0.510147495,65,0,0.688958009,4500,20,0,1,0,1,0,2250.0,0,0.06226,0,TN
69113,0.016715843,82,1,0.02276513,1800,14,0,0,0,0,0,1800.0,1,0.04247,0,TN
69119,0.890149512,50,2,0.994212049,3800,13,1,1,0,0,1,3800.0,0,0.46667,0,FN
69123,0.268688631,62,0,0.301570861,5792,10,0,1,0,0,0,5792.0,0,0.01701,0,TN
69131,0.149609193,63,0,0.390406396,1500,12,0,1,0,0,0,1500.0,0,0.02251,0,TN
69132,0.015244839,57,0,0.101077957,6400,9,0,0,0,1,0,3200.0,0,0.00656,0,TN
69136,0.0,56,0,2044.0,0,3,0,1,0,0,0,0.0,0,0.0043100000000000005,0,TN
69140,0.371257485,53,1,5.0,0,1,4,0,0,0,0,0.0,0,0.60292,1,FP
69142,0.648417347,46,4,0.9879236459999999,7700,18,0,7,0,2,1,2566.6666666666665,0,0.35001,0,FN
69148,0.05732510900000001,50,0,0.20007441199999998,10750,3,0,1,0,0,0,10750.0,0,0.00461,0,TN
69152,0.9755020190000001,47,0,0.527432829,4428,8,0,0,0,1,0,2214.0,0,0.11301,0,TN
69159,0.870425915,48,0,2321.0,0,5,0,1,0,1,0,0.0,0,0.0734,0,TN
69160,0.0039258290000000005,74,0,4.0,0,5,0,0,0,0,0,0.0,0,0.00265,0,TN
69161,0.44393855600000004,42,1,0.538795566,8750,11,0,4,0,3,0,2187.5,0,0.09877,0,TN
69164,0.07761695,30,0,0.188057282,3700,6,0,1,0,0,0,3700.0,0,0.01344,0,TN
69170,0.20637852899999998,44,0,0.6854032440000001,4500,9,0,1,0,2,0,1500.0,0,0.03286,0,TN
69172,0.010634358,29,0,0.021326225,3000,7,0,0,0,0,0,3000.0,0,0.0124,0,TN
69180,0.025725473,61,0,0.175844583,14000,17,0,1,0,0,0,14000.0,0,0.01086,0,TN
69184,0.157967549,54,0,0.494651709,3832,22,0,2,0,1,0,1916.0,0,0.03134,0,TN
69191,0.898203593,59,2,0.19897586,6834,6,3,1,2,0,0,6834.0,0,0.59644,1,FP
69193,0.05849805,44,0,0.085409549,12000,9,0,1,0,0,0,12000.0,0,0.00502,0,TN
69194,0.034792161,72,0,604.0,0,16,0,0,0,0,0,0.0,0,0.00856,0,TN
69201,0.7654696870000001,36,0,0.7004499679999999,4666,6,0,2,0,1,0,2333.0,0,0.07951,0,TN
69214,0.9999998999999999,36,0,0.364265429,25000,8,0,3,0,0,0,25000.0,0,0.05325,0,TN
69216,0.9999998999999999,27,1,0.097655529,5416,3,1,0,1,1,0,2708.0,0,0.51207,1,FP
69230,0.232445111,38,0,0.451091485,6000,17,0,1,0,0,0,6000.0,0,0.03527,0,TN
69242,0.0,51,0,0.439135935,10276,11,0,2,0,3,0,2569.0,0,0.02051,0,TN
69243,0.9999998999999999,62,1,363.0,0,1,1,0,0,0,0,0.0,0,0.27991,0,TN
69244,0.082992592,54,0,0.253727473,7712,8,0,1,0,0,0,7712.0,0,0.00458,0,TN
69246,1.044419767,57,1,0.043043812,1300,1,1,0,0,0,1,1300.0,0,0.44052,0,FN
69248,0.050765326,79,0,0.385556068,4333,4,0,1,0,0,0,4333.0,0,0.0037,0,TN
69252,0.413673895,53,0,1514.0,0,2,0,1,0,0,0,0.0,0,0.01245,0,TN
69254,1.019564272,47,0,0.18693649899999998,15416,11,0,1,0,2,0,5138.666666666667,0,0.07492,0,TN
69259,0.017532165,57,0,30.0,1,3,0,0,0,0,0,1.0,0,0.00556,0,TN
69263,0.051973701,53,0,75.0,0,7,0,0,0,2,0,0.0,0,0.00839,0,TN
69265,0.035183782999999996,53,0,0.669208692,12194,10,0,3,0,2,0,4064.666666666666,0,0.0176,0,TN
69270,0.951601047,49,0,1.137266187,3474,13,0,0,0,0,0,3474.0,0,0.13994,0,TN
69287,0.171189478,34,0,0.5581104720000001,4000,12,0,1,0,0,0,4000.0,0,0.03186,0,TN
69289,0.0,38,0,0.573667712,7336,11,0,2,0,3,0,1834.0,0,0.01985,0,TN
69294,0.365447171,34,0,0.315583955,5633,14,0,1,0,1,0,2816.5,0,0.04105,0,TN
69296,0.04819518,73,0,0.003647733,3837,1,0,0,0,0,0,3837.0,0,0.00159,0,TN
69298,0.031465573999999996,64,0,0.21028142600000002,13324,14,0,1,0,1,0,6662.0,0,0.00358,0,TN
69301,0.9999998999999999,29,0,0.0,820,1,0,0,0,0,0,820.0,0,0.13165,0,TN
69303,0.12211240300000001,53,1,0.417145714,4000,6,0,1,0,1,0,2000.0,0,0.03574,0,TN
69314,0.5137247770000001,57,1,3265.0,0,15,0,2,0,0,0,0.0,0,0.11886,0,TN
69317,0.160677458,63,0,0.0036618,21300,3,0,0,0,0,1,21300.0,0,0.0041,0,FN
69319,0.14775102,43,0,0.055637982,4043,6,0,0,0,3,0,1010.75,0,0.0241,0,TN
69323,0.46443416200000004,58,0,3056.0,0,11,0,1,0,0,0,0.0,0,0.01686,0,TN
69329,0.091829446,56,0,1542.0,0,12,0,1,0,0,0,0.0,0,0.00775,0,TN
69330,0.9999998999999999,47,0,1523.0,0,1,0,1,0,0,0,0.0,0,0.08259,0,TN
69331,0.345654346,52,0,0.529621699,1400,4,0,0,1,1,0,700.0,0,0.14237,0,TN
69333,0.813637273,67,1,0.794401866,3000,4,0,1,1,0,0,3000.0,0,0.29475,0,TN
69334,0.05172250900000002,62,0,0.091947866,5600,13,0,0,0,2,0,1866.666666666667,0,0.00708,0,TN
69344,0.041789129,65,0,49.0,0,2,0,0,0,0,0,0.0,0,0.006640000000000001,0,TN
69347,0.020300456,69,0,0.18462523,12500,9,0,1,0,0,0,12500.0,0,0.00247,0,TN
69365,0.006963402,71,0,0.26553468199999997,5535,14,0,1,0,0,0,5535.0,0,0.00461,0,TN
69370,0.0,79,0,0.0,0,1,0,0,0,0,0,0.0,0,0.00255,0,TN
69379,0.018549073,66,0,0.201632759,7716,4,0,1,0,1,0,3858.0,0,0.00299,0,TN
69401,0.294453267,37,0,0.464629962,6120,4,0,2,0,0,0,6120.0,0,0.01545,0,TN
69403,0.080597313,56,0,0.604017217,2787,4,0,1,0,0,0,2787.0,0,0.00719,0,TN
69408,0.011405097,39,0,0.142300499,6415,12,0,1,0,1,0,3207.5,0,0.01611,0,TN
69411,0.169859553,55,0,0.139361385,3350,8,0,0,0,1,0,1675.0,0,0.014219999999999997,0,TN
69413,0.0,55,0,1745.0,0,5,0,1,0,0,0,0.0,0,0.006840000000000001,0,TN
69416,0.33419911199999996,51,0,1.585665949,3250,13,0,1,0,0,0,3250.0,0,0.04746,0,TN
69418,0.775293873,65,0,0.5971062229999999,8500,10,0,2,0,2,0,2833.333333333333,0,0.02535,0,TN
69419,0.06970638900000001,66,0,0.027328778999999997,6000,12,0,0,0,0,0,6000.0,0,0.00415,0,TN
69422,0.8958358129999999,65,0,3.7875354110000004,2470,17,0,0,0,0,0,2470.0,0,0.07086,0,TN
69425,0.233937516,34,0,0.15696870699999999,7956,5,0,1,0,2,0,2652.0,0,0.01144,0,TN
69427,0.19782317100000002,51,0,0.8090630540000001,6200,12,0,3,0,0,0,6200.0,0,0.04166,0,TN
69428,0.14495060199999998,69,0,144.0,0,7,0,0,0,0,0,0.0,0,0.00614,0,TN
69429,0.0,36,0,0.620919387,1500,8,0,1,0,1,1,750.0,0,0.00963,0,FN
69432,0.009829184,63,0,0.145782545,4101,8,0,1,0,2,0,1367.0,0,0.00885,0,TN
69439,0.0,52,0,0.304087507,8684,12,1,1,0,1,0,4342.0,0,0.16902,0,TN
69446,0.036477846,77,0,0.033343721,3208,4,0,0,0,0,0,3208.0,0,0.00294,0,TN
69455,0.009187213,49,0,0.540816327,5977,9,0,2,0,2,0,1992.333333333333,0,0.014,0,TN
69457,0.0,45,0,0.23119653399999998,9000,4,0,1,0,0,0,9000.0,0,0.00543,0,TN
69461,0.001534205,83,0,7.0,0,2,0,0,0,0,0,0.0,1,0.00255,0,TN
69469,0.012864401000000001,70,0,10.0,0,3,0,0,0,0,0,0.0,0,0.00241,0,TN
69470,0.035372173,68,0,0.029722922000000002,1984,14,0,0,0,0,1,1984.0,0,0.00599,0,FN
69473,0.0011734389999999999,28,0,0.000136351,7333,5,0,0,0,0,0,7333.0,0,0.01136,0,TN
69477,0.007582701,40,0,0.198233562,2037,2,0,0,0,3,0,509.25,0,0.0095,0,TN
69480,0.531113987,24,0,0.104151668,4166,4,0,0,0,0,0,4166.0,0,0.04218,0,TN
69484,0.9999998999999999,44,0,0.25591943100000003,28000,5,0,2,0,2,0,9333.333333333334,0,0.032060000000000005,0,TN
69485,0.258859264,60,0,0.45000465100000003,10750,11,0,3,0,1,0,5375.0,0,0.02454,0,TN
69487,0.910920809,56,3,0.124980374,12737,13,1,0,0,1,0,6368.5,0,0.4276,0,TN
69491,0.305338932,43,0,0.730690362,4388,8,0,2,0,4,0,877.6,0,0.0298,0,TN
69497,0.742892585,59,1,0.48670546600000003,8762,17,1,3,0,3,0,2190.5,0,0.3575,0,TN
69499,0.070101042,82,0,0.017746229,2253,3,0,0,0,0,0,2253.0,1,0.00451,0,TN
69505,0.748821563,51,0,0.33694344200000004,4985,15,0,0,0,0,0,4985.0,0,0.07281,0,TN
69506,0.123258736,40,0,2188.0,0,14,0,3,0,0,0,0.0,0,0.02395,0,TN
69509,0.32938915,43,0,0.7325449959999999,11500,13,0,3,0,2,0,3833.333333333334,0,0.05265,0,TN
69512,0.190082269,38,1,0.308969103,10000,8,0,2,0,0,0,10000.0,0,0.05533,0,TN
69519,0.298077994,48,0,3960.0,0,17,0,2,0,0,0,0.0,0,0.01535,0,TN
69522,0.000857102,81,0,0.0,4896,3,0,0,0,0,0,4896.0,1,0.00447,0,TN
69523,0.0,48,0,10.0,0,1,0,0,0,0,0,0.0,0,0.00932,0,TN
69524,0.006206683,69,0,0.12323408,4600,5,0,1,0,0,0,4600.0,0,0.00251,0,TN
69526,0.03107442,80,0,0.016694491000000002,4791,6,0,0,0,0,0,4791.0,0,0.00278,0,TN
69531,0.049113144000000004,64,0,7.788552862,4000,6,0,1,0,0,0,4000.0,0,0.00539,0,TN
69532,0.031843737000000004,43,0,0.44051189799999996,5000,10,0,2,0,1,0,2500.0,0,0.01138,0,TN
69554,0.463768116,22,0,0.060526316,1899,7,0,0,0,0,0,1899.0,0,0.04293,0,TN
69557,0.23258648199999998,39,0,354.0,0,1,0,0,0,0,0,0.0,0,0.01087,0,TN
69564,0.6927300390000001,54,0,0.616071429,4367,15,0,2,0,2,1,1455.666666666667,0,0.10049,0,FN
69566,0.937014982,61,1,3820.0,0,13,0,2,0,0,0,0.0,0,0.18543,0,TN
69573,0.294161918,82,0,264.0,0,9,0,0,0,0,0,0.0,1,0.01455,0,TN
69577,0.17768890199999998,42,0,1761.0,0,9,0,2,0,0,0,0.0,0,0.01032,0,TN
69581,0.007810361999999999,73,0,0.002529724,3952,6,0,0,0,0,0,3952.0,0,0.00251,0,TN
69585,0.276861569,33,0,0.0040140490000000004,3985,3,1,0,0,0,0,3985.0,0,0.17637,0,TN
69589,0.007001309,57,0,233.0,0,6,0,0,0,0,0,0.0,0,0.00706,0,TN
69591,0.488073132,54,0,0.285142971,5000,8,0,2,0,0,0,5000.0,0,0.03528,0,TN
69592,0.154504897,28,0,523.0,0,3,0,0,0,0,0,0.0,0,0.01254,0,TN
69593,0.007737536,53,2,0.129882973,18200,9,0,1,0,0,0,18200.0,0,0.07506,0,TN
69599,0.458843785,42,0,0.133223004,2416,4,0,0,0,0,0,2416.0,0,0.02945,0,TN
69610,0.9999998999999999,35,1,2.454606142,1497,10,0,3,0,2,0,499.0,0,0.24591,0,TN
69617,0.00043103099999999996,77,0,0.00759848,5000,15,0,0,0,0,0,5000.0,0,0.01273,0,TN
69619,0.036320361,88,0,0.09836065599999999,2500,9,0,0,0,0,0,2500.0,1,0.00551,0,TN
69620,0.001172789,65,0,0.143582406,21666,18,0,2,0,1,0,10833.0,0,0.0162,0,TN
69627,0.581892877,39,0,0.42551093100000004,18250,8,0,3,0,4,0,3650.0,0,0.04186,0,TN
69628,0.887435475,48,0,0.770082114,2800,7,0,1,0,0,0,2800.0,0,0.09554,0,TN
69632,0.191160295,65,0,0.156987924,13000,4,0,2,0,0,0,13000.0,0,0.00659,0,TN
69635,0.01503254,67,0,1787.0,0,5,0,1,0,0,0,0.0,0,0.0043100000000000005,0,TN
69656,0.15389293,56,0,0.034449577,46763,6,0,1,0,3,0,11690.75,0,0.00913,0,TN
69657,0.0,22,0,0.0,1,2,0,0,0,0,0,1.0,0,0.0187,0,TN
69663,0.0,39,0,0.0,2500,2,0,0,0,0,0,2500.0,0,0.00851,0,TN
69666,0.137494792,37,0,4107.0,0,16,0,1,0,0,0,0.0,0,0.02952,0,TN
69670,0.799850012,27,0,0.35634072899999997,3650,7,0,1,0,1,0,1825.0,0,0.07297000000000001,0,TN
69687,0.7684664000000001,38,0,1.012037316,3322,6,0,1,0,0,1,3322.0,0,0.06329,0,FN
69690,0.129087002,62,0,0.455077846,7000,12,0,2,0,0,0,7000.0,0,0.00938,0,TN
69691,0.570815825,63,0,0.445092485,6000,11,0,2,0,0,0,6000.0,0,0.04279,0,TN
69692,0.0,33,0,0.316600679,7071,4,0,1,0,0,0,7071.0,0,0.00545,0,TN
69699,0.120771815,27,0,0.162408354,4500,8,0,0,0,0,0,4500.0,0,0.01246,0,TN
69702,0.137091974,65,0,0.318680051,8666,8,0,1,0,1,0,4333.0,0,0.00763,0,TN
69703,0.063891159,61,0,0.00737798,5285,4,0,0,0,0,0,5285.0,0,0.00324,0,TN
69706,0.004842381,61,0,3.0,0,2,0,0,0,0,0,0.0,0,0.00348,0,TN
69709,0.264490273,46,0,4663.0,0,19,0,2,0,0,0,0.0,0,0.01189,0,TN
69714,0.317351718,53,0,0.8615384620000001,2339,6,0,2,0,1,0,1169.5,0,0.02907,0,TN
69715,0.7717405420000001,72,0,0.6432806320000001,7083,15,0,1,0,0,0,7083.0,0,0.0829,0,TN
69719,0.066655039,66,0,0.292210767,8729,10,0,1,0,0,0,8729.0,0,0.00521,0,TN
69726,0.0,53,0,0.269258459,4166,4,0,1,0,0,0,4166.0,0,0.00626,0,TN
69727,0.177341618,63,0,0.397923875,2600,13,0,1,0,0,0,2600.0,0,0.01901,0,TN
69728,0.562700965,57,3,0.38702460899999996,9833,14,0,1,1,0,0,9833.0,0,0.26178,0,TN
69730,0.24335904,27,0,25.0,0,5,0,0,0,0,0,0.0,0,0.02176,0,TN
69739,0.22757503899999998,40,0,861.0,0,5,0,0,0,0,0,0.0,0,0.00748,0,TN
69748,0.182182681,50,0,0.268147294,10400,11,1,1,0,1,0,5200.0,0,0.16902,0,TN
69770,0.04104583,69,0,939.0,0,5,0,0,0,0,0,0.0,0,0.00336,0,TN
69772,0.0,45,0,0.022991263999999997,20833,6,0,0,0,0,0,20833.0,0,0.00532,0,TN
69778,0.058437267,61,0,0.6710469929999999,7000,19,0,2,0,0,0,7000.0,0,0.01624,0,TN
69783,0.009772994,77,0,0.002604688,4990,2,0,0,0,0,0,4990.0,0,0.00172,0,TN
69784,0.019593638,50,1,0.401177647,9000,12,0,1,0,1,0,4500.0,0,0.0311,0,TN
69792,0.031148442999999998,70,0,0.202898551,5450,5,0,2,0,0,0,5450.0,0,0.00302,0,TN
69796,0.037027093999999997,45,0,3570.0,0,7,0,1,0,3,0,0.0,0,0.00586,0,TN
69800,0.930180242,49,0,0.322567743,10000,23,0,1,0,1,0,5000.0,0,0.14505,0,TN
69801,0.068354702,66,0,0.178126442,4333,6,0,1,0,0,0,4333.0,0,0.00394,0,TN
69806,0.421594952,51,0,0.378316032,10403,14,0,1,0,1,0,5201.5,0,0.04498,0,TN
69816,0.04949892400000002,81,0,1597.0,0,12,0,2,0,0,0,0.0,1,0.00434,0,TN
69826,0.557554051,53,0,0.447330076,11666,15,0,3,0,0,0,11666.0,0,0.04931,0,TN
69831,0.82381758,43,1,1.1261711429999999,1600,6,0,0,0,0,0,1600.0,0,0.16826,0,TN
69834,0.0,75,0,568.0,0,6,0,0,0,0,0,0.0,0,0.00409,0,TN
69842,0.138352063,51,0,1.180984153,2397,18,0,4,0,0,0,2397.0,0,0.05464,0,TN
69843,0.5950233,67,1,0.200794852,5283,10,0,0,0,1,1,2641.5,0,0.08259,0,FN
69851,0.42383046799999996,29,0,0.01509849,10000,2,0,0,0,0,0,10000.0,0,0.04415,0,TN
69860,0.024301581000000003,66,0,0.170174269,10500,11,0,2,0,0,0,10500.0,0,0.0029100000000000003,0,TN
69861,0.023778457000000003,62,0,0.214560983,9600,9,0,1,1,0,0,9600.0,0,0.09715,0,TN
69871,0.0,41,1,0.661747203,4200,12,0,2,0,0,0,4200.0,0,0.02349,0,TN
69878,0.385860845,53,0,0.580733111,3300,8,0,1,0,1,0,1650.0,0,0.04074,0,TN
69880,0.9999998999999999,21,0,0.0,3000,1,0,0,0,0,0,3000.0,0,0.07199,0,TN
69885,0.018896226000000002,51,0,0.22897918399999997,11000,11,0,1,0,1,0,5500.0,0,0.00513,0,TN
69887,0.109695123,61,0,0.615012107,11976,14,0,5,0,0,0,11976.0,0,0.05775,0,TN
69892,0.0015998929999999998,62,0,0.0,0,4,0,0,0,0,0,0.0,0,0.00451,0,TN
69893,0.28452751800000003,47,0,3.163197336,1200,18,0,3,0,1,0,600.0,0,0.058920000000000014,0,TN
69895,0.402905917,66,1,0.9223803359999999,1545,10,0,1,0,0,0,1545.0,0,0.08147,0,TN
69896,0.020641514,33,0,0.166752181,3897,6,0,0,0,2,0,1299.0,0,0.01236,0,TN
69897,0.055283969,43,0,0.505927725,7000,16,0,2,0,2,0,2333.333333333333,0,0.01946,0,TN
69900,0.0,69,0,0.128575396,3600,5,0,0,0,0,0,3600.0,0,0.00471,0,TN
69902,0.023118958,55,0,0.390198741,8100,9,0,3,0,0,0,8100.0,0,0.01168,0,TN
69904,0.960537958,50,1,0.381843295,7963,5,6,1,2,3,1,1990.75,0,0.71637,1,TP
69909,0.032102136,57,0,0.316001612,2480,6,1,0,0,0,0,2480.0,0,0.16902,0,TN
69918,0.474900717,62,0,2106.0,0,3,0,1,0,0,0,0.0,0,0.0135,0,TN
69938,0.9999998999999999,29,1,0.035438437,2200,5,4,0,0,0,1,2200.0,0,0.58972,1,TP
69939,0.061416356,57,1,0.386046512,3654,25,0,2,0,1,0,1827.0,0,0.04352,0,TN
69940,0.19727208100000002,37,0,0.245626562,2800,12,0,0,0,1,0,1400.0,0,0.03217,0,TN
69945,0.53765599,68,0,0.326126595,11516,13,0,2,0,0,0,11516.0,0,0.02331,0,TN
69947,0.016163973,28,0,0.127564342,2680,7,0,0,0,0,0,2680.0,0,0.0171,0,TN
69949,0.001484552,80,0,0.0,2358,8,0,0,0,0,0,2358.0,0,0.00761,0,TN
69968,0.617558829,43,1,0.6152818,4488,5,0,2,0,5,0,748.0,0,0.12882000000000002,0,TN
69973,0.062053832,51,1,1258.0,0,8,0,1,0,2,0,0.0,0,0.04552,0,TN
69977,0.0,32,0,0.46133969399999997,5030,6,0,1,0,0,0,5030.0,0,0.00675,0,TN
69978,0.081547961,67,0,0.321385028,4100,3,0,1,0,0,0,4100.0,0,0.00425,0,TN
69989,0.635748138,37,0,0.52567015,2200,20,0,0,0,0,1,2200.0,0,0.12208,0,FN
69993,0.0,63,0,1906.0,0,4,0,1,0,0,0,0.0,0,0.00451,0,TN
70008,0.331313208,42,0,0.396027564,7400,8,0,4,0,4,0,1480.0,0,0.0503,0,TN
70011,0.639006626,70,0,0.266197705,2700,10,1,1,0,0,1,2700.0,0,0.2153,0,FN
70015,0.47645033600000003,35,0,0.47739157200000004,3250,15,0,0,0,0,0,3250.0,0,0.08685,0,TN
70017,0.12220370400000001,60,0,0.21922626,14500,10,0,1,0,2,0,4833.333333333333,0,0.00886,0,TN
70029,0.265118967,66,0,0.27072682800000003,4498,12,0,0,0,0,0,4498.0,0,0.01881,0,TN
70031,0.055593157000000004,56,0,1621.0,0,13,0,1,0,1,0,0.0,0,0.00775,0,TN
70035,1.1630615640000002,61,0,44.0,0,2,0,0,0,0,0,0.0,0,0.05265,0,TN
70036,0.202485164,36,0,0.154698172,5416,7,0,0,0,2,0,1805.333333333333,0,0.01658,0,TN
70041,0.053184899,55,1,1634.0,0,7,0,1,0,0,0,0.0,0,0.04267,0,TN
70050,0.21355728899999998,65,0,33.0,0,1,0,0,0,0,0,0.0,0,0.0088,0,TN
70052,1.014383509,68,0,559.0,0,5,0,0,0,0,0,0.0,0,0.0258,0,TN
70059,0.9999998999999999,60,0,0.032312925,587,0,0,0,0,0,0,587.0,0,0.06333,0,TN
70060,0.023381923,67,0,0.20864679600000002,10500,14,0,1,0,0,0,10500.0,0,0.00483,0,TN
70064,0.0026398940000000003,81,0,1.0,0,2,0,0,0,0,0,0.0,1,0.00186,0,TN
70066,0.011063241000000001,76,0,0.25091636100000003,3000,11,0,1,0,0,0,3000.0,0,0.00448,0,TN
70072,0.026951421,58,0,0.413078725,5550,6,0,2,0,0,0,5550.0,0,0.01334,0,TN
70075,0.9999998999999999,73,0,0.173860911,833,1,0,0,0,0,0,833.0,0,0.04641,0,TN
70076,0.630091823,57,0,0.387677813,10825,8,0,2,0,1,0,5412.5,0,0.03012,0,TN
70084,0.181032759,49,0,0.356815386,8942,8,0,2,0,0,0,8942.0,0,0.01515,0,TN
70087,0.504374219,26,2,0.237976265,1600,5,0,0,0,0,0,1600.0,0,0.21875,0,TN
70088,0.9590882209999999,47,0,0.0508523,10500,10,0,0,0,0,0,10500.0,0,0.08829,0,TN
70092,0.16162011699999998,76,0,0.309935205,8333,13,0,2,0,0,0,8333.0,0,0.01094,0,TN
70106,0.208860939,44,0,1568.0,0,8,0,1,0,0,0,0.0,0,0.0087,0,TN
70107,0.915023183,71,0,3670.0,0,13,0,2,0,0,0,0.0,0,0.02299,0,TN
70109,0.039149612,64,0,760.0,0,5,0,1,0,0,0,0.0,0,0.0056700000000000006,0,TN
70116,0.007833007,42,0,0.114236344,10416,4,0,1,0,0,0,10416.0,0,0.00492,0,TN
70120,0.4285989000000001,40,0,0.667416573,2666,9,0,1,0,0,0,2666.0,0,0.05626,0,TN
70132,0.0,46,0,0.233076848,10266,9,0,2,0,1,0,5133.0,0,0.01117,0,TN
70133,0.06338516799999999,50,0,1539.0,0,10,0,1,0,0,0,0.0,0,0.00592,0,TN
70134,0.043631879000000005,54,0,0.17917159800000002,4224,6,0,1,0,0,0,4224.0,0,0.00835,0,TN
70136,0.802582165,58,0,0.24786502800000002,4800,5,0,0,0,0,0,4800.0,0,0.04125,0,TN
70137,0.073809235,34,0,0.00742645,3500,2,0,0,0,3,0,875.0,0,0.01714,0,TN
